# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  5 09:31:27 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_tmag:        TESS Magnitude
#
pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbeccen,pl_eqt,pl_orbincl,st_spectype,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag
CoRoT-7 d,0.384,0.05393,1.180000,,,,G9 V,159.9060000,12.7840000,11.7280000,10.3010000,9.8800000,9.8060000,9.7600000,9.8240000,9.7820000,7.9260000,11.5239000,10.9996000
CoRoT-8 b,0.570,0.22000,1.600000,0.000000,870,88.400,K1 V,322.0370000,16.0050000,14.7920000,12.1540000,11.6410000,11.4630000,11.4010000,11.4650000,11.5670000,8.2200000,14.2195000,13.4202000
CoRoT-9 b,1.066,0.84000,0.860000,0.133000,420,89.900,G3 V,412.9800000,14.5580000,13.6370000,12.1750000,11.8130000,11.6880000,11.6800000,11.6990000,12.0710000,9.0900000,13.5008000,12.9497000
CoRoTID 223977153 b,0.570,0.15000,1.100000,,938,89.000,G0 VI,576.6830000,14.4030000,13.6260000,12.5190000,12.2500000,12.1930000,12.1330000,12.1620000,11.3780000,7.8540000,13.5867000,13.1395000
DE CVn b,1.100,12.02930,11.000000,0.000000,,86.000,,30.5225000,14.2270000,12.9560000,9.3920000,8.7970000,8.5550000,8.4470000,8.3060000,8.2150000,8.1460000,11.9752000,10.8570000
DENIS-P J082303.1-491201 b,1.060,28.50000,29.500000,0.345000,,56.600,L1.5,20.7700000,,,13.5470000,12.6360000,12.0620000,11.4700000,11.1420000,10.7480000,9.5340000,18.5577000,17.0963000
DH Tau b,2.700,11.00000,0.693000,,2200,,M0.5,134.8460000,15.5420000,13.9800000,9.7670000,8.8240000,8.1780010,7.3970000,7.0220000,5.7560000,3.0320000,12.4961000,11.4555000
DMPP-1 b,0.472,0.07636,0.901000,0.083000,877,,F8 V,62.5388000,8.5380000,7.9800000,7.0010000,6.7460000,6.6900000,6.6550000,6.6520000,6.6980000,6.5630000,7.8503200,7.4742000
DMPP-1 c,0.273,0.03020,1.840000,0.057000,1239,,F8 V,62.5388000,8.5380000,7.9800000,7.0010000,6.7460000,6.6900000,6.6550000,6.6520000,6.6980000,6.5630000,7.8503200,7.4742000
DMPP-1 d,0.147,0.01054,4.100000,0.070000,1632,,F8 V,62.5388000,8.5380000,7.9800000,7.0010000,6.7460000,6.6900000,6.6550000,6.6520000,6.6980000,6.5630000,7.8503200,7.4742000
DMPP-1 e,0.166,0.01299,3.530000,0.070000,1314,,F8 V,62.5388000,8.5380000,7.9800000,7.0010000,6.7460000,6.6900000,6.6550000,6.6520000,6.6980000,6.5630000,7.8503200,7.4742000
DMPP-2 b,1.280,0.43700,0.261000,0.078000,1000,,F5 V,137.9400000,8.9650000,8.5700000,7.7030000,7.4820000,7.4370000,7.3630000,7.4430000,7.4400000,7.3110000,8.4582400,8.1311000
DMPP-3 A b,0.126,0.00812,5.060000,0.140000,854,,K0 V,45.2300000,10.0080000,9.0660000,,,7.0610000,6.9990000,7.0700000,7.0370000,6.9480000,8.8542980,
DMPP-4 b,0.315,0.03839,1.520000,0.063000,,,F5-F8 V,25.3284000,6.1910000,5.7293600,4.7000000,4.5900000,4.4940000,4.5090000,4.2030000,4.5280000,4.4670000,5.6003700,5.2609000
DP Leo b,1.140,6.28000,5.350000,0.390000,,,,305.6840000,,18.6837000,,,,,,,,18.6333000,18.4170000
DS Tuc A b,0.509,1.30000,,0.000000,850,89.500,G6 V,44.0622000,8.8860000,8.1700000,7.1220000,6.7590000,6.6760000,6.7670000,6.6500000,6.7280000,6.5890000,8.3192600,7.8541000
EPIC 201170410.02,0.093,0.00360,5.510000,0.000000,,89.002,,134.0000000,19.4560000,17.6984000,13.4640000,12.8560000,12.6190000,12.4500000,12.2910000,11.8030000,8.8920000,16.4386000,15.3176000
EPIC 201238110 b,0.167,0.01310,3.500000,,,,,159.2590000,17.8810000,16.0140000,12.7590000,12.1470000,11.9330000,11.8000000,11.7190000,11.9610000,8.8910000,15.2612000,14.1497000
EPIC 201427007 b,0.134,0.00899,4.660000,,,88.500,,706.3910000,15.0810000,14.3210000,12.9750000,12.6300000,12.5810000,12.5340000,12.5700000,11.1810000,8.4680000,14.1470000,13.6514000
EPIC 201497682 b,0.062,0.00082,4.310000,,,,,253.0260000,15.1480000,13.9480000,12.0860000,11.5400000,11.4380000,11.3760000,11.4490000,11.3540000,8.8780000,13.7368000,13.0708000
EPIC 201595106 b,0.116,0.00705,5.600000,,1874,89.200,,232.1000000,12.4810000,11.7460000,10.5880000,10.2620000,10.2180000,10.1580000,10.2180000,10.0860000,8.4240000,11.6477000,11.2023000
EPIC 201615463 c,0.109,0.00624,5.990000,,,,,476.8820000,12.6400000,12.0810000,10.9520000,10.7150000,10.6370000,10.6150000,10.6660000,10.6470000,8.3750000,11.9456000,11.5490000
EPIC 201754305 d,0.092,0.00340,5.430000,,,,K3 V,334.9670000,15.6620000,14.6680000,12.7640000,12.2070000,12.0870000,12.0610000,12.0980000,12.3410000,8.9950000,14.3234000,13.6771000
EPIC 201757695.02,0.081,0.00217,5.050000,0.000000,,89.276,,577.6000000,16.2200000,14.9740000,12.8560000,12.2920000,12.1490000,12.0790000,12.1190000,12.0380000,9.0100000,,13.7970000
EPIC 201833600 c,0.089,0.00306,5.340000,,,,,257.4430000,15.9810000,14.7050000,12.4100000,11.7650000,11.6640000,11.5680000,11.6220000,11.3220000,8.4890000,14.2575000,13.5014000
EPIC 201841433 b,0.093,0.00352,5.470000,,,89.001,,436.4880000,15.9190000,14.9830000,13.0600000,12.4900000,12.4540000,12.3780000,12.4210000,12.3550000,8.9480000,14.5885000,13.9570000
EPIC 205950854 c,0.117,0.00714,5.550000,,961,89.810,,243.9350000,12.9730000,12.3650000,10.9570000,10.5890000,10.5490000,10.5120000,10.5510000,10.4220000,8.7160000,12.0976000,11.6244000
EPIC 206024342 b,0.152,0.01110,3.950000,,,,,369.8880000,13.7980000,13.0960000,11.8460000,11.5330000,11.4870000,11.4350000,11.4950000,11.5970000,8.2020000,12.9682000,12.5160000
EPIC 206024342 c,0.125,0.00800,5.090000,,,91.700,,369.8880000,13.7980000,13.0960000,11.8460000,11.5330000,11.4870000,11.4350000,11.4950000,11.5970000,8.2020000,12.9682000,12.5160000
EPIC 206024342 d,0.232,0.02290,2.270000,,,90.000,,369.8880000,13.7980000,13.0960000,11.8460000,11.5330000,11.4870000,11.4350000,11.4950000,11.5970000,8.2020000,12.9682000,12.5160000
EPIC 206032309 b,0.090,0.00317,5.390000,,,,,161.3650000,19.0280000,17.8900000,13.4290000,12.8590000,12.5380000,12.4810000,12.3500000,11.8700000,8.7500000,16.0689000,14.8945000
EPIC 206042996 b,0.152,0.01110,3.950000,,,90.500,,451.7690000,18.3470000,16.5900000,13.9640000,13.2530000,13.0710000,13.0400000,13.0810000,11.7940000,8.6150000,15.9752000,15.1373000
EPIC 206042996 c,0.107,0.00588,5.950000,,,89.900,,451.7690000,18.3470000,16.5900000,13.9640000,13.2530000,13.0710000,13.0400000,13.0810000,11.7940000,8.6150000,15.9752000,15.1373000
EPIC 206215704 b,0.089,0.00306,5.340000,,,89.900,,109.8880000,19.0150000,17.8300000,13.5610000,12.9540000,12.7670000,12.5800000,12.4040000,11.5440000,8.8030010,16.1722000,14.9871000
EPIC 206317286 b,0.086,0.00264,5.220000,,,,,314.3500000,15.0800000,14.0050000,12.2580000,11.7200000,11.6350000,11.5910000,11.6600000,11.9020000,8.8920000,13.7740000,13.1461000
EPIC 206317286 c,0.187,0.01580,3.010000,,,,,314.3500000,15.0800000,14.0050000,12.2580000,11.7200000,11.6350000,11.5910000,11.6600000,11.9020000,8.8920000,13.7740000,13.1461000
EPIC 211822797 b,0.171,0.01370,3.380000,0.060000,431,89.730,M0,186.1970000,16.7080000,15.1330000,12.2770000,11.6050000,11.4290000,11.3410000,11.3490000,11.5030000,8.4360000,14.5263000,13.5357000
EPIC 211945201 b,0.514,0.08495,0.650000,0.000000,817,87.900,G0,181.6900000,10.9380000,10.1540000,9.1440000,8.9080000,8.8370000,8.8220000,8.8440000,8.8100000,8.6230000,10.0512000,9.6689600
EPIC 212297394 b,0.132,0.00879,4.730000,,1149,,,418.3950000,15.3770000,14.6110000,12.7350000,12.2230000,12.1860000,12.1160000,12.1740000,11.9700000,9.2540000,14.1864000,13.5896000
EPIC 212297394 c,0.203,0.01820,2.710000,,866,,,418.3950000,15.3770000,14.6110000,12.7350000,12.2230000,12.1860000,12.1160000,12.1740000,11.9700000,9.2540000,14.1864000,13.5896000
EPIC 212424622 b,0.194,0.01680,2.880000,,,,,611.8040000,13.9690000,13.4410000,12.1010000,11.8410000,11.7750000,11.7500000,11.8040000,11.9820000,9.2630000,13.2026000,12.7615000
EPIC 212499991 b,0.143,0.01000,4.280000,,,,,283.2900000,14.4510000,13.6720000,11.8770000,11.4560000,11.3660000,11.2960000,11.3630000,11.1890000,8.6620000,13.3118000,12.7340000
EPIC 212587672 b,0.112,0.00669,5.850000,,756,,,320.0700000,12.6900000,12.4880000,11.1810000,10.9110000,10.8570000,10.8020000,10.8530000,10.7670000,9.0860000,12.2038000,11.7902000
EPIC 212587672 c,0.207,0.01890,2.640000,,658,89.421,,320.0700000,12.6900000,12.4880000,11.1810000,10.9110000,10.8570000,10.8020000,10.8530000,10.7670000,9.0860000,12.2038000,11.7902000
EPIC 212624936 b,0.107,0.00588,5.950000,,,90.300,,561.9290000,14.7580000,13.9760000,12.6720000,12.3370000,12.2920000,12.2440000,12.2900000,12.3200000,8.8780000,13.8326000,13.3582000
EPIC 212624936 c,0.205,0.01860,2.660000,,,90.000,,561.9290000,14.7580000,13.9760000,12.6720000,12.3370000,12.2920000,12.2440000,12.2900000,12.3200000,8.8780000,13.8326000,13.3582000
EPIC 212737443 b,0.231,0.02270,2.290000,0.200000,536,89.071,K3,336.2500000,15.0360000,14.8100000,12.8240000,12.2390000,12.1600000,12.0930000,12.1490000,12.6090000,9.0740000,14.4776000,13.8030000
EPIC 212737443 c,0.240,0.02420,2.170000,0.200000,316,89.630,K3,336.2500000,15.0360000,14.8100000,12.8240000,12.2390000,12.1600000,12.0930000,12.1490000,12.6090000,9.0740000,14.4776000,13.8030000
EPIC 220492298 b,0.088,0.00295,5.310000,,,92.600,,624.5120000,14.8190000,13.9910000,12.6100000,12.2600000,12.1680000,12.1300000,12.2010000,12.0010000,8.9270000,13.7756000,13.2689000
EPIC 220554210 c,0.143,0.01000,4.280000,,,91.300,,496.2890000,14.8450000,14.2100000,12.4370000,12.0840000,12.0020000,11.9590000,12.0320000,12.1610000,8.8060000,13.8183000,13.2667000
EPIC 220674823 b,0.154,0.02583,8.770000,0.000000,2300,86.400,G5 V,244.5900000,12.5760000,12.1010000,10.7700000,10.4540000,10.3440000,10.2990000,10.3550000,10.3800000,8.4230000,11.9535000,11.4574000
EPIC 220674823 c,0.253,0.02800,2.120000,0.130000,805,89.350,G5 V,244.5900000,12.5760000,12.1010000,10.7700000,10.4540000,10.3440000,10.2990000,10.3550000,10.3800000,8.4230000,11.9535000,11.4574000
EPIC 228836835 b,0.098,0.00430,5.660000,,932,89.700,,150.1240000,,16.7700000,12.8310000,12.2250000,12.0200000,11.8770000,11.7460000,11.4120000,8.8710000,15.4185000,14.2591000
EPIC 229004835 b,0.208,0.03272,4.490000,0.230000,804,88.080,,121.9710000,10.7550000,10.2300000,9.0610000,8.8050000,8.7250000,8.6530000,8.7040010,8.6640000,8.2310000,10.0494000,9.6312300
EPIC 246851721 b,1.051,3.00000,3.100000,,1401,86.210,F5 V,372.6320000,12.0670000,11.2370000,10.1990000,9.9670000,9.8930000,9.8130000,9.8160000,9.7540000,8.6090000,11.2549000,10.8243000
EPIC 248847494 b,1.110,13.00000,,0.000000,183,89.870,,551.8860000,13.3270000,12.3530000,10.7650000,10.2350000,10.1480000,10.1210000,10.1750000,10.1510000,8.3180000,12.1722000,11.5940000
EPIC 249893012 b,0.174,0.02753,6.390000,0.060000,1616,86.140,G8 IV/V,321.2960000,12.3330000,11.4290000,10.2160000,9.8000000,9.7140000,9.6910000,9.7280000,9.7160000,8.6110000,11.4019000,10.8872000
EPIC 249893012 c,0.327,0.04616,1.620000,0.070000,990,87.940,G8 IV/V,321.2960000,12.3330000,11.4290000,10.2160000,9.8000000,9.7140000,9.6910000,9.7280000,9.7160000,8.6110000,11.4019000,10.8872000
EPIC 249893012 d,0.352,0.03203,0.910000,0.150000,752,89.470,G8 IV/V,321.2960000,12.3330000,11.4290000,10.2160000,9.8000000,9.7140000,9.6910000,9.7280000,9.7160000,8.6110000,11.4019000,10.8872000
FU Tau b,1.090,16.00000,15.400000,,2375,,M7.25,133.4950466,18.1310000,,10.7810000,9.9450000,9.3240000,8.5950000,7.8170000,6.0710000,4.5960000,15.2412000,13.7781000
G 264-012 b,0.124,0.00787,5.120000,,587,,M4.0 V,16.0090000,14.6440000,13.0780000,8.8370000,8.2580000,7.9860000,,,,,11.7617000,10.4626000
G 264-012 c,0.157,0.01180,3.780000,,387,,M4.0 V,16.0090000,14.6440000,13.0780000,8.8370000,8.2580000,7.9860000,,,,,11.7617000,10.4626000
G 9-40 b,0.181,0.03681,,0.000000,456,88.570,M2.5 V,27.9276000,15.4770000,13.8210000,10.0580000,9.4330000,9.1900000,9.0320000,8.8850000,8.7740000,8.5970000,12.7331000,11.5219000
GJ 1002 b,0.092,0.00340,5.430000,,231,,M5.5 V,4.8486700,15.7300000,13.7600000,8.3230000,7.7920000,7.4390000,,,,,11.7804000,10.2531000
GJ 1002 c,0.098,0.00428,5.610000,,182,,M5.5 V,4.8486700,15.7300000,13.7600000,8.3230000,7.7920000,7.4390000,,,,,11.7804000,10.2531000
GJ 1061 b,0.098,0.00431,5.660000,0.310000,,,M5.5 V,3.6727800,,12.7000000,7.5230000,7.0150000,6.6100000,6.3870000,6.1030000,6.0010000,5.8550000,10.9889000,9.4706800
GJ 1061 c,0.105,0.00547,5.820000,0.290000,,,M5.5 V,3.6727800,,12.7000000,7.5230000,7.0150000,6.6100000,6.3870000,6.1030000,6.0010000,5.8550000,10.9889000,9.4706800
GJ 1061 d,0.103,0.00516,5.770000,0.530000,,,M5.5 V,3.6727800,,12.7000000,7.5230000,7.0150000,6.6100000,6.3870000,6.1030000,6.0010000,5.8550000,10.9889000,9.4706800
GJ 1132 b,0.101,0.00522,6.300000,0.220000,529,86.580,M4.5 V,12.6130000,15.1700000,13.6800000,9.2450000,8.6660000,8.3220000,8.1700000,8.0000000,7.8620000,7.9160000,12.1380000,10.8372000
GJ 1132 c,0.128,0.00831,4.960000,0.270000,300,,M4.5 V,12.6130000,15.1700000,13.6800000,9.2450000,8.6660000,8.3220000,8.1700000,8.0000000,7.8620000,7.9160000,12.1380000,10.8372000
GJ 1148 b,1.070,0.30425,0.315000,0.380000,,,M5,11.0143000,13.3430000,11.9390000,7.6080000,7.0690000,6.8220000,6.6720000,6.4430000,6.4460000,6.2540000,10.5769000,9.2957300
GJ 1148 c,0.866,0.21414,0.409000,0.342000,,,M5,11.0143000,13.3430000,11.9390000,7.6080000,7.0690000,6.8220000,6.6720000,6.4430000,6.4460000,6.2540000,10.5769000,9.2957300
GJ 1151 c,0.290,0.03341,1.700000,,,,M 4.5V,8.0362500,,13.7600000,8.4880000,7.9520000,7.6370000,,,,,11.6938000,10.2972000
GJ 1214 b,0.245,0.02571,2.200000,0.063000,596,88.700,M4 V,14.6427000,,15.1000000,9.7500000,9.0940000,8.7820000,8.5980000,8.4420000,8.2540000,8.0840000,13.0089000,11.5810000
GJ 1252 b,0.106,0.00415,4.200000,0.000000,1089,85.000,M3,20.3730000,13.6550000,12.6800000,8.6970000,8.1610000,7.9150000,,,,,11.2364000,10.1165000
GJ 1265 b,0.234,0.02328,2.240000,0.040000,,,M4.5 V,10.2525000,15.3730000,14.0100000,8.9550000,8.4220000,8.1150000,,,,,12.0807000,10.8472000
GJ 143 b,0.233,0.07142,7.000000,0.188000,422,89.330,K4.5,16.3200000,9.2140000,8.0800000,6.0810000,5.5240000,5.3750000,,,,,7.6790600,6.9934000
GJ 15 A b,0.139,0.00953,4.470000,0.094000,550,,M1,3.5622800,9.6160000,8.0900000,5.2520000,4.4760000,4.0180000,3.8720000,3.4370000,3.6960000,3.6020000,7.2162000,6.2290000
GJ 15 A c,0.595,0.11327,0.667000,0.270000,,,M1,3.5622800,9.6160000,8.0900000,5.2520000,4.4760000,4.0180000,3.8720000,3.4370000,3.6960000,3.6020000,7.2162000,6.2290000
GJ 160.2 b,0.283,0.03209,1.760000,0.060000,,,M0 V,25.8557000,10.9380000,9.7000000,7.4390000,6.8540000,6.7020000,6.5830000,6.6270000,6.6340000,6.6050000,9.2015400,8.4665000
GJ 163 b,0.290,0.03335,1.700000,0.073000,,,M,15.1285000,13.2900000,11.7900000,7.9480000,7.4280000,7.1350000,6.9780000,6.8280000,6.7630000,6.5720000,10.6771000,9.4706100
GJ 163 c,0.223,0.02140,2.390000,0.099000,,,M,15.1285000,13.2900000,11.7900000,7.9480000,7.4280000,7.1350000,6.9780000,6.8280000,6.7630000,6.5720000,10.6771000,9.4706100
GJ 163 d,0.528,0.09250,0.779000,0.373000,,,M,15.1285000,13.2900000,11.7900000,7.9480000,7.4280000,7.1350000,6.9780000,6.8280000,6.7630000,6.5720000,10.6771000,9.4706100
GJ 179 b,1.230,0.95000,0.631000,0.210000,,61.000,M3.5 V,12.3560000,13.5520000,11.9630000,7.8140000,7.2090000,6.9420000,6.8040000,6.6240000,6.5670000,6.5390000,10.7055000,9.4463600
GJ 180 b,0.217,0.02042,2.490000,0.070000,,,M2 V,11.9407000,12.4360000,10.9140000,7.4130000,6.8600000,6.5980000,6.4500000,6.2890000,6.2290000,6.1590000,9.9339500,8.8249000
GJ 180 c,0.215,0.02014,2.510000,0.090000,,,M2 V,11.9407000,12.4360000,10.9140000,7.4130000,6.8600000,6.5980000,6.4500000,6.2890000,6.2290000,6.1590000,9.9339500,8.8249000
GJ 180 d,0.237,0.02379,2.210000,0.140000,,,M3,11.9407000,12.4360000,10.9140000,7.4130000,6.8600000,6.5980000,6.4500000,6.2890000,6.2290000,6.1590000,9.9339500,8.8249000
GJ 2030 b,0.181,0.01500,3.130000,0.239000,,,,37.0788000,6.9250000,6.2090200,4.9090000,4.5790000,4.4170000,4.3250000,4.0790000,4.3510000,4.2980000,6.0208800,5.5464000
GJ 2030 c,1.100,12.80300,12.000000,0.041000,,16.999,,37.0788000,6.9250000,6.2090200,4.9090000,4.5790000,4.4170000,4.3250000,4.0790000,4.3510000,4.2980000,6.0208800,5.5464000
GJ 2056 b,0.372,0.05097,1.230000,0.720000,,,M0V:,28.4434000,11.7020000,10.3700000,7.7040000,7.0650000,6.8900000,6.8070000,6.8550000,6.8130000,6.7480000,9.7228100,8.8868000
GJ 229 A c,0.256,0.02700,1.990000,0.366000,,,M1.5V,5.7562400,9.5910000,8.1500000,5.1040000,4.3930000,4.1660000,4.0420000,3.6400000,3.9030000,3.8390000,7.3072400,6.4080000
GJ 229 b,0.354,0.04700,1.310000,0.404000,,,M1/M2 V,5.7562400,9.5910000,8.1500000,5.1040000,4.3930000,4.1660000,4.0420000,3.6400000,3.9030000,3.8390000,7.3072400,6.4080000
GJ 251 b,0.163,0.01259,3.590000,0.100000,351,,M3.0 V,5.5805700,11.7400000,9.8900000,6.1040000,5.5260000,5.2750000,5.1190000,4.7980000,4.9160000,4.7860000,8.8551800,7.6481900
GJ 27.1 b,0.327,0.04090,1.460000,0.080000,,,M0.5 V,23.6062000,12.9040000,11.4500000,8.2250000,7.6090000,7.3940000,7.1950000,7.2350000,7.1340000,6.8980000,10.5790000,9.5422800
GJ 273 b,0.135,0.00909,4.610000,0.100000,,,M3.5,5.9215350,11.3130000,9.8400000,5.7140000,5.2190000,4.8570000,,,,,,7.3080000
GJ 273 c,0.094,0.00371,5.440000,0.170000,,,M3.5,5.9215350,11.3130000,9.8400000,5.7140000,5.2190000,4.8570000,,,,,,7.3080000
GJ 3021 b,1.170,3.37000,2.620000,0.511000,350,,G6 V,17.5559000,7.3520000,6.5900000,5.3660000,4.9900000,4.8590000,4.8450000,4.5160000,4.7710000,4.7810000,6.3972900,5.9121000
GJ 3082 b,0.249,0.02580,2.070000,0.220000,,,M4,16.6186000,12.5550000,11.0410000,7.8050000,7.2420000,6.9660000,6.8560000,6.7470000,6.6910000,6.5810000,10.2011000,9.1469600
GJ 3090 b,0.190,0.01051,1.890000,0.320000,693,87.140,M2 V,22.4751000,12.8900000,11.4030000,8.1680000,7.5360000,7.2940000,7.0530000,7.1130000,7.0450000,6.9410000,10.5521000,9.4927500
GJ 3138 b,0.106,0.00560,5.950000,0.190000,,,M0,28.4712000,12.3200000,10.8275000,,,7.2460000,7.0550000,7.1490000,7.0700000,7.0940000,10.1924000,11.0750000
GJ 3138 c,0.167,0.01315,3.460000,0.110000,,,M0,28.4712000,12.3200000,10.8275000,,,7.2460000,7.0550000,7.1490000,7.0700000,7.0940000,10.1924000,11.0750000
GJ 3138 d,0.288,0.03304,1.710000,0.320000,,,M0,28.4712000,12.3200000,10.8275000,,,7.2460000,7.0550000,7.1490000,7.0700000,7.0940000,10.1924000,11.0750000
GJ 317 b,1.180,2.50000,1.860000,0.070000,,45.000,M2.5 V,15.1968000,13.4700000,12.4000000,7.9340000,7.3210000,7.0280000,6.8670000,6.7660000,6.7040000,6.5020000,10.7539000,9.5113800
GJ 317 c,1.200,1.64396,1.170000,0.170000,,,M2.5 V,15.1968000,13.4700000,12.4000000,7.9340000,7.3210000,7.0280000,6.8670000,6.7660000,6.7040000,6.5020000,10.7539000,9.5113800
GJ 3222 b,0.303,0.03600,1.600000,0.929000,,,K0V,18.2381700,7.7820000,6.9000000,5.3330000,4.9480000,4.7670000,4.7190000,4.4450000,4.6590000,4.6200000,,6.0810000
GJ 328 b,1.180,2.51000,1.860000,0.227000,,,M0.0,20.5266000,11.3050000,9.9900000,7.1910000,6.5230000,6.3520000,6.3010000,6.1850000,6.2710000,6.2130000,9.2861000,8.3583900
GJ 328 c,0.438,0.06733,0.993000,,,,M0.0,20.5266000,11.3050000,9.9900000,7.1910000,6.5230000,6.3520000,6.3010000,6.1850000,6.2710000,6.2130000,9.2861000,8.3583900
GJ 3293 b,0.463,0.07406,0.925000,0.060000,,,M2.5,20.1903000,13.4360000,11.9450000,8.3620010,7.7490000,7.4860000,7.2070000,7.2100000,7.1310000,6.9320000,10.9788000,9.8206300
GJ 3293 c,0.434,0.06636,1.000000,0.110000,,,M2.5,20.1903000,13.4360000,11.9450000,8.3620010,7.7490000,7.4860000,7.2070000,7.2100000,7.1310000,6.9320000,10.9788000,9.8206300
GJ 3293 d,0.238,0.02391,2.190000,0.120000,,,M2.5,20.1903000,13.4360000,11.9450000,8.3620010,7.7490000,7.4860000,7.2070000,7.2100000,7.1310000,6.9320000,10.9788000,9.8206300
GJ 3293 e,0.145,0.01032,4.160000,0.210000,,,M2.5,20.1903000,13.4360000,11.9450000,8.3620010,7.7490000,7.4860000,7.2070000,7.2100000,7.1310000,6.9320000,10.9788000,9.8206300
GJ 3323 b,0.109,0.00636,5.960000,0.230000,,,M4,5.3748400,13.9500000,12.5700000,7.6170000,7.0650000,6.7360000,6.5480000,6.2810000,6.2180000,6.0910000,10.6467000,9.4284000
GJ 3323 c,0.118,0.00727,5.520000,0.170000,,,M4,5.3748400,13.9500000,12.5700000,7.6170000,7.0650000,6.7360000,6.5480000,6.2810000,6.2180000,6.0910000,10.6467000,9.4284000
GJ 3341 b,0.219,0.02080,2.440000,0.310000,,,M2.5,23.6190000,13.5440000,12.0620000,8.5920000,7.9900000,7.7330000,7.6440000,7.5370000,7.4250000,7.3540000,11.1029000,9.9937300
GJ 338 B b,0.290,0.03335,1.700000,0.109000,391,,M0 V,6.3325600,9.1170000,7.7000000,4.7790000,4.0430000,4.1360000,,,,,7.0477500,6.0460000
GJ 3470 b,0.408,0.04373,0.800000,0.017000,594,89.130,M1.5,29.4214000,13.7850000,12.3320000,8.7940000,8.2060000,7.9890000,7.8070000,7.7830000,7.6830000,7.7860000,11.3537000,10.2479000
GJ 3473 b,0.113,0.00585,5.030000,0.000000,773,87.950,M4,27.3644000,15.2410000,13.7400000,9.6270000,9.0630000,8.8290010,8.6710000,8.5060000,8.3850000,8.3470000,12.4650000,11.1972000
GJ 3473 c,0.235,0.02331,2.240000,0.000000,329,,M4,27.3644000,15.2410000,13.7400000,9.6270000,9.0630000,8.8290010,8.6710000,8.5060000,8.3850000,8.3470000,12.4650000,11.1972000
GJ 3512 b,1.270,0.46000,0.275000,0.440000,,,M5.5 V,9.4863700,,15.1800000,9.6150000,8.9960000,8.6680000,,,,,13.1117000,11.5760000
GJ 3512 c,0.832,0.20000,0.431000,0.018300,,,M5.5 V,9.4863700,,15.1800000,9.6150000,8.9960000,8.6680000,,,,,13.1117000,11.5760000
GJ 357 b,0.107,0.00579,5.600000,,518,89.228,M2.5 V,9.4418100,12.3550000,10.9100000,7.3370000,6.7400000,6.4750000,,,,,9.8803600,8.7409400
GJ 357 c,0.148,0.01070,4.080000,,401,,M2.5 V,9.4418100,12.3550000,10.9100000,7.3370000,6.7400000,6.4750000,,,,,9.8803600,8.7409400
GJ 357 d,0.209,0.01919,2.620000,,220,,M2.5 V,9.4418100,12.3550000,10.9100000,7.3370000,6.7400000,6.4750000,,,,,9.8803600,8.7409400
GJ 3634 b,0.253,0.02600,2.040000,0.080000,,59.000,M2.5,20.3779000,13.4580000,11.9380000,8.3610000,7.7620000,7.4700000,7.2410000,7.2230000,7.1260000,6.8790000,10.9233000,9.7946200
GJ 367 b,0.062,0.00199,10.200000,0.060000,1365,79.890,M1.0 V,9.4126300,11.6170000,10.1530000,6.6320000,6.0450000,5.7800000,,,,,9.1515900,8.0319410
GJ 367 c,0.166,0.01299,3.530000,0.090000,,,M1.0 V,9.4126300,11.6170000,10.1530000,6.6320000,6.0450000,5.7800000,,,,,9.1515900,8.0319410
GJ 367 d,0.208,0.01897,2.620000,0.140000,,,M1.0 V,9.4126300,11.6170000,10.1530000,6.6320000,6.0450000,5.7800000,,,,,9.1515900,8.0319410
GJ 3779 b,0.245,0.02517,2.110000,0.070000,,,M4.0 V,13.7430000,,13.0400000,8.7280000,8.1620000,7.9570000,,,,,11.6266000,10.3381000
GJ 3929 b,0.097,0.00551,7.300000,0.000000,568,88.442,M3.5 V,15.8095000,14.3330000,12.6750000,8.6940000,8.1000000,7.8690000,,,,,11.5109000,10.2705000
